Name,team,FantasyPoints
Dylan Godbout,st-thomas,0.0
Nathan Pilling,st-thomas,0.0
Aaron Trotter,st-thomas,0.0
Carsen Musser,st-thomas,0.0
Charlie Schoen,st-thomas,0.0
Adam Mahler,stonehill,0.0
Charles Banquier,stonehill,0.0
Ryan Davies,stonehill,0.0
Justin Gibson,stonehill,0.0
Brady Hunter,stonehill,0.0
Joseph Grainda,stonehill,0.0
Justin Mexico,stonehill,0.0
Zach Aben,stonehill,0.0
Leo Chambers,stonehill,0.0
Cole Melady,stonehill,0.0
Billy Renfrew,stonehill,0.0
Joel Lehtinen,stonehill,0.0
Pat Murphy,stonehill,0.0
Jake Gutwirth,stonehill,0.0
Frank Ireland,stonehill,0.0
David Posma,stonehill,0.0
Devon Carlstrom,stonehill,0.0
Jordin Palmer,stonehill,0.0
Anthony Galante,stonehill,0.0
Evan Orr,stonehill,0.0
Matthew Rafalski,stonehill,0.0
Connor Androlewicz,stonehill,0.0
Dylan Ghaemi,stonehill,0.0
Linards Lipskis,stonehill,0.0
Teddy Lagerbäck,stonehill,0.0
Zach Nicolas,stonehill,0.0
Dominick Campione,stonehill,0.0
Matthew Romer,stonehill,0.0
Kam Hendrickson,uconn,0.0
Brendan Dunphy,uconn,0.0
Kevin Fitzgerald,uconn,0.0
Viking Gustafsson Nyberg,uconn,0.0
Huston Karpman,uconn,0.0
Joey Muldowney,uconn,0.0
Ryan Tattle,uconn,0.0
Tristan Fraser,uconn,0.0
Kai Janviriya,uconn,0.0
Ethan Gardula,uconn,0.0
Tom Messineo,uconn,0.0
Jake Percival,uconn,0.0
Jake Richard,uconn,0.0
Kaden Shahan,uconn,0.0
Trey Scott,uconn,0.0
Alexandre Blais,uconn,0.0
Tabor Heaslip,uconn,0.0
Carlin Dezainde,uconn,0.0
Mike Murtagh,uconn,0.0
Joseph Odyniec,uconn,0.0
Anthony Allain Samake,uconn,0.0
Tyler Muszelik,uconn,0.0
Ryan Sanborn,uconn,0.0
Owen Simpson,uconn,0.0
Ethan Whitcomb,uconn,0.0
Daniel Buchbinder,umass-lowell,0.0
Dominick Rivelli,umass-lowell,0.0
TJ Schweighardt,umass-lowell,0.0
Jay Ahearn,umass-lowell,0.0
James Johnson,umass-lowell,0.0
Cole Lonsdale,umass-lowell,0.0
Jaiden Moriello,umass-lowell,0.0
Jack Collins,umass-lowell,0.0
Chris Delaney,umass-lowell,0.0
Tnias Mathurin,umass-lowell,0.0
Luke Shipley,umass-lowell,0.0
Nate Misskey,umass-lowell,0.0
Dalyn Wakely,umass-lowell,0.0
David Adaszynski,umass-lowell,0.0
Mirko Buttazzoni,umass-lowell,0.0
Sean Kilcullen,umass-lowell,0.0
Dillan Bentley,umass-lowell,0.0
Libor Nemec,umass-lowell,0.0
Connor Eddy,umass-lowell,0.0
Josh Mori,umass-lowell,0.0
Lee Parks,umass-lowell,0.0
Jacob MacDonald,umass-lowell,0.0
Dominic Payne,umass-lowell,0.0
Jak Vaarwerk,umass-lowell,0.0
Niko Goich,umass-lowell,0.0
Austin Elliott,umass-lowell,0.0
Samuel Richard,umass-lowell,0.0
August Classon,umass-lowell,0.0
Diego Buttazzoni,umass-lowell,0.0
DJ Hart,union,0.0
Cal Mell,union,0.0
Will Felicio,union,0.0
Carter Rose,union,0.0
Troy Pelton,union,0.0
Nick Young,union,0.0
Connor Smith,union,0.0
Alex Laurenza,union,0.0
Ethan Benz,union,0.0
Colby MacArthur,union,0.0
Carter Korpi,union,0.0
Brandon Buhr,union,0.0
Ollie Chessler,union,0.0
Lucas Buzziol,union,0.0
Parker Lindauer,union,0.0
Ben Muthersbaugh,union,0.0
Drew Sutton,union,0.0
Tyler Dunbar,union,0.0
Jacob Jeannette,union,0.0
Nate Hanley,union,0.0
Brendan Miles,union,0.0
Riley Brueck,union,0.0
Etienne Lessard,union,0.0
Brayden Gillespie,union,0.0
Brendan Holahan,union,0.0
Cameron Korpi,union,0.0
Luke Buss,union,0.0
Caeden Herrington,vermont,0.0
Philip Törnqvist,vermont,0.0
Peter Forgione,vermont,0.0
Charlie Kinsman,vermont,0.0
Jax Wismer,vermont,0.0
Michael La Starza,vermont,0.0
Max Strand,vermont,0.0
Zachary Filak,vermont,0.0
Jonah Aegerter,vermont,0.0
Blake Steenerson,vermont,0.0
Dawson Good,vermont,0.0
Tyler Dysart,vermont,0.0
Colin Kessler,vermont,0.0
Massimo Lombardi,vermont,0.0
Cedrick Guindon,vermont,0.0
Xavier Henry,vermont,0.0
Daniel Sambuco,vermont,0.0
Ethan Burroughs,vermont,0.0
Dylan Gratton,vermont,0.0
Jack Malinski,vermont,0.0
Thomas Sinclair,vermont,0.0
Duncan Ramsay,vermont,0.0
Matteo Michels,vermont,0.0
Jens Richards,vermont,0.0
Aiden Wright,vermont,0.0
David Sacco,vermont,0.0
Sebastian Törnqvist,vermont,0.0
Jacob Oster,vermont,0.0
Axel Mangbo,vermont,0.0
Kirk Laursen,western-michigan,0.0
Grady Gallatin,western-michigan,0.0
Cole Crusberg-Roseen,western-michigan,0.0
Zaccharya Wisdom,western-michigan,0.0
Theo Wallberg,western-michigan,0.0
Zach Nehring,western-michigan,0.0
Zach Bade,western-michigan,0.0
Zack Sharp,western-michigan,0.0
Tyler MacKenzie,western-michigan,0.0
Sam Huck,western-michigan,0.0
Grant Slukynsky,western-michigan,0.0
Colby Woogk,western-michigan,0.0
Ty Henricks,western-michigan,0.0
William Whitelaw,western-michigan,0.0
Bobby Cowan,western-michigan,0.0
Ryan Kusler,western-michigan,0.0
Iiro Hakkarainen,western-michigan,0.0
Liam Valente,western-michigan,0.0
Garrett Szydlowski,western-michigan,0.0
Cole Spicer,western-michigan,0.0
Jamison Sluys,western-michigan,0.0
Joona Väisänen,western-michigan,0.0
Ryan Humphrey,western-michigan,0.0
Hampton Slukynsky,western-michigan,0.0
Samuel Sjolund,western-michigan,0.0
Owen Michaels,western-michigan,0.0
Gavin Moffatt,western-michigan,0.0
Zach Bookman,western-michigan,0.0
Luke Osburn,wisconsin,0.0
Ben Dexheimer,wisconsin,0.0
Zach Schulz,wisconsin,0.0
Logan Hensler,wisconsin,0.0
Gavin Morrissey,wisconsin,0.0
Jack Phelan,wisconsin,0.0
Kyle Kukkonen,wisconsin,0.0
Simon Tassy,wisconsin,0.0
Christian Fitzgerald,wisconsin,0.0
Joe Palodichuk,wisconsin,0.0
Tyson Dyck,wisconsin,0.0
Grady Deering,wisconsin,0.0
Adam Pietila,wisconsin,0.0
Quinn Finley,wisconsin,0.0
Ryan Botterill,wisconsin,0.0
Jack Horbach,wisconsin,0.0
Weston Knox,wisconsin,0.0
Finn Brink,wisconsin,0.0
Aiden Dubinsky,wisconsin,0.0
Eli Pulver,wisconsin,0.0
Daniel Hauser,wisconsin,0.0
Anton Castro,wisconsin,0.0
Blake Montgomery,wisconsin,0.0
Oliver Tulk,wisconsin,0.0
Bruno Idzan,wisconsin,0.0
Vasily Zelenov,wisconsin,0.0
Jack Stark,yale,0.0
Bayard Hall,yale,0.0
Dylan Hunt,yale,0.0
Joose Pesonen,yale,0.0
Hudson Miller,yale,0.0
Tucker Hartmann,yale,0.0
Ronan O'Donnell,yale,0.0
Micah Berger,yale,0.0
James Shannon,yale,0.0
Zach Wagnon,yale,0.0
Hughie Hooker,yale,0.0
Will Richter,yale,0.0
Iisai Pesonen,yale,0.0
Thomas Molson,yale,0.0
Kalen Szeto,yale,0.0
David Andreychuk,yale,0.0
Seiya Tanaka-Campbell,yale,0.0
JoJo Tanaka-Campbell,yale,0.0
Owen Forester,yale,0.0
Kurt Gurkan,yale,0.0
Rhys Bentham,yale,0.0
Joe Blackley,yale,0.0
David Chen,yale,0.0
Elan Bar-Lev-Wise,yale,0.0
Donovan Frias,yale,0.0
Julian Frias,yale,0.0
Braden Keeble,yale,0.0
Noah Pak,yale,0.0
